연도,월,행정구역구분명,행정구역명,남자 평균연령,여자 평균연령,평균연령
2017,12,도,경기도  ,38.9,40.6,39.8
2017,12,시군,경기도 가평군 ,46.1,48.9,47.4
2017,12,읍면동,경기도 가평군 가평읍,44.3,47.1,45.7
2017,12,읍면동,경기도 가평군 북면,51.2,55.2,53.1
2017,12,읍면동,경기도 가평군 상면,49.9,53.3,51.6
2017,12,읍면동,경기도 가평군 설악면,47.1,48.8,48
2017,12,읍면동,경기도 가평군 조종면,44.4,46.9,45.6
2017,12,읍면동,경기도 가평군 청평면,46.1,49.2,47.6
2017,12,시군,경기도 고양시 ,39.3,41.2,40.3
2017,12,구,경기도 고양시 덕양구 ,40,42,41
2017,12,읍면동,경기도 고양시 덕양구 고양동,40.2,42.3,41.3
2017,12,읍면동,경기도 고양시 덕양구 관산동,42.3,44.9,43.6
2017,12,읍면동,경기도 고양시 덕양구 능곡동,41.9,44.4,43.1
2017,12,읍면동,경기도 고양시 덕양구 대덕동,47.3,48.9,48
2017,12,읍면동,경기도 고양시 덕양구 성사1동,41,43.5,42.2
2017,12,읍면동,경기도 고양시 덕양구 성사2동,41.3,44,42.7
2017,12,읍면동,경기도 고양시 덕양구 신도동,40.1,42.2,41.2
2017,12,읍면동,경기도 고양시 덕양구 원신동,37.5,39.1,38.3
2017,12,읍면동,경기도 고양시 덕양구 주교동,42.5,45.7,44.1
2017,12,읍면동,경기도 고양시 덕양구 창릉동,39.5,40.1,39.8
2017,12,읍면동,경기도 고양시 덕양구 행신1동,39.5,41.4,40.5
2017,12,읍면동,경기도 고양시 덕양구 행신2동,38.4,40.7,39.6
2017,12,읍면동,경기도 고양시 덕양구 행신3동,39.1,41.3,40.2
2017,12,읍면동,경기도 고양시 덕양구 행주동,42.6,45.1,43.8
2017,12,읍면동,경기도 고양시 덕양구 화전동,43.6,45.5,44.4
2017,12,읍면동,경기도 고양시 덕양구 화정1동,40.1,42,41.1
2017,12,읍면동,경기도 고양시 덕양구 화정2동,37.5,39.5,38.5
2017,12,읍면동,경기도 고양시 덕양구 효자동,44.7,46.4,45.5
2017,12,읍면동,경기도 고양시 덕양구 흥도동,37.3,38.5,38
2017,12,구,경기도 고양시 일산동구 ,39.2,40.9,40.1
2017,12,읍면동,경기도 고양시 일산동구 고봉동,42.7,44.7,43.7
2017,12,읍면동,경기도 고양시 일산동구 마두1동,38.9,40.4,39.7
2017,12,읍면동,경기도 고양시 일산동구 마두2동,38.8,40.7,39.8
2017,12,읍면동,경기도 고양시 일산동구 백석1동,38.1,40.1,39.1
2017,12,읍면동,경기도 고양시 일산동구 백석2동,40.5,42.4,41.5
2017,12,읍면동,경기도 고양시 일산동구 식사동,36.5,37.5,37
2017,12,읍면동,경기도 고양시 일산동구 장항1동,48.1,48.2,48.1
2017,12,읍면동,경기도 고양시 일산동구 장항2동,40.3,41,40.6
2017,12,읍면동,경기도 고양시 일산동구 정발산동,39.4,41.4,40.4
2017,12,읍면동,경기도 고양시 일산동구 중산동,39.8,42.4,41.1
2017,12,읍면동,경기도 고양시 일산동구 풍산동,37.8,39.9,38.9
2017,12,구,경기도 고양시 일산서구 ,38.5,40.4,39.5
2017,12,읍면동,경기도 고양시 일산서구 대화동,39.3,41.4,40.4
2017,12,읍면동,경기도 고양시 일산서구 송산동,37.8,39,38.4
2017,12,읍면동,경기도 고양시 일산서구 송포동,39.3,40.7,40
2017,12,읍면동,경기도 고양시 일산서구 일산1동,39,40.7,39.9
2017,12,읍면동,경기도 고양시 일산서구 일산2동,41.5,43.3,42.4
2017,12,읍면동,경기도 고양시 일산서구 일산3동,36.8,38.3,37.6
2017,12,읍면동,경기도 고양시 일산서구 주엽1동,39.2,41.7,40.5
2017,12,읍면동,경기도 고양시 일산서구 주엽2동,39.8,42.6,41.3
2017,12,읍면동,경기도 고양시 일산서구 탄현동,37,39.1,38.1
2017,12,시군,경기도 과천시 ,39.8,42.5,41.2
2017,12,읍면동,경기도 과천시 갈현동,37.7,39.2,38.5
2017,12,읍면동,경기도 과천시 과천동,41.5,43.6,42.5
2017,12,읍면동,경기도 과천시 문원동,39.2,42.7,41
2017,12,읍면동,경기도 과천시 별양동,40.2,43.4,41.9
2017,12,읍면동,경기도 과천시 부림동,39.6,42.6,41.1
2017,12,읍면동,경기도 과천시 중앙동,41.1,44.4,42.8
2017,12,시군,경기도 광명시 ,39,41.2,40.1
2017,12,읍면동,경기도 광명시 광명1동,41.2,44.6,42.9
2017,12,읍면동,경기도 광명시 광명2동,42.9,45.3,44.1
2017,12,읍면동,경기도 광명시 광명3동,43.6,46.2,44.9
2017,12,읍면동,경기도 광명시 광명4동,42.4,44.7,43.6
2017,12,읍면동,경기도 광명시 광명5동,40.4,43.1,41.8
2017,12,읍면동,경기도 광명시 광명6동,40.3,41.7,41
2017,12,읍면동,경기도 광명시 광명7동,41,43.2,42.1
2017,12,읍면동,경기도 광명시 소하1동,37.2,38.9,38.1
2017,12,읍면동,경기도 광명시 소하2동,38.2,40,39.1
2017,12,읍면동,경기도 광명시 철산1동,37.3,38.8,38.1
2017,12,읍면동,경기도 광명시 철산2동,40.7,42.7,41.7
2017,12,읍면동,경기도 광명시 철산3동,37.5,38.9,38.2
2017,12,읍면동,경기도 광명시 철산4동,38.5,40.5,39.5
2017,12,읍면동,경기도 광명시 하안1동,37.5,39,38.2
2017,12,읍면동,경기도 광명시 하안2동,37.7,40.7,39.2
2017,12,읍면동,경기도 광명시 하안3동,38.5,42.2,40.4
2017,12,읍면동,경기도 광명시 하안4동,35.5,38.1,36.8
2017,12,읍면동,경기도 광명시 학온동,49.8,52.8,51.1
2017,12,시군,경기도 광주시 ,39.4,40.6,40
2017,12,읍면동,경기도 광주시 경안동,39.1,40.4,39.7
2017,12,읍면동,경기도 광주시 곤지암읍,42.4,43.7,43
2017,12,읍면동,경기도 광주시 광남동,37.9,38.6,38.2
2017,12,읍면동,경기도 광주시 남종면,52.5,54.3,53.3
2017,12,읍면동,경기도 광주시 남한산성면,46.5,47.7,47.1
2017,12,읍면동,경기도 광주시 도척면,44.8,47.2,45.9
2017,12,읍면동,경기도 광주시 송정동,39.2,40.4,39.8
2017,12,읍면동,경기도 광주시 오포읍,38.1,39.5,38.8
2017,12,읍면동,경기도 광주시 초월읍,39.6,40.3,39.9
2017,12,읍면동,경기도 광주시 퇴촌면,44.4,46.9,45.6
2017,12,시군,경기도 구리시 ,39.4,41,40.2
2017,12,읍면동,경기도 구리시 갈매동,37.1,38.1,37.6
2017,12,읍면동,경기도 구리시 교문1동,43,44.9,43.9
2017,12,읍면동,경기도 구리시 교문2동,38.4,39.7,39.1
2017,12,읍면동,경기도 구리시 동구동,37.9,39.8,38.9
2017,12,읍면동,경기도 구리시 수택1동,41.8,43.9,42.9
2017,12,읍면동,경기도 구리시 수택2동,41.1,43.5,42.3
2017,12,읍면동,경기도 구리시 수택3동,38.4,39.7,39.1
2017,12,읍면동,경기도 구리시 인창동,39.1,40.5,39.8
2017,12,시군,경기도 군포시 ,38.8,40.7,39.7
2017,12,읍면동,경기도 군포시 광정동,38.5,41.2,39.9
2017,12,읍면동,경기도 군포시 군포1동,40.3,42,41.1
2017,12,읍면동,경기도 군포시 군포2동,37.1,38.4,37.8
2017,12,읍면동,경기도 군포시 궁내동,36.8,38.7,37.8
2017,12,읍면동,경기도 군포시 금정동,41.5,43.1,42.3
2017,12,읍면동,경기도 군포시 대야동,39.9,41.3,40.6
2017,12,읍면동,경기도 군포시 산본1동,42.1,45.1,43.6
2017,12,읍면동,경기도 군포시 산본2동,38,39.8,38.9
2017,12,읍면동,경기도 군포시 수리동,40,42,41.1
2017,12,읍면동,경기도 군포시 오금동,37.1,39,38.1
2017,12,읍면동,경기도 군포시 재궁동,39,41.5,40.3
2017,12,시군,경기도 김포시 ,38.2,39.5,38.8
2017,12,읍면동,경기도 김포시 고촌읍,40.3,41.8,41
2017,12,읍면동,경기도 김포시 구래동,34.4,35.6,35
2017,12,읍면동,경기도 김포시 김포본동,39.3,40.8,40.1
2017,12,읍면동,경기도 김포시 대곶면,48,50.4,49
2017,12,읍면동,경기도 김포시 사우동,40.2,42.5,41.3
2017,12,읍면동,경기도 김포시 양촌읍,41.9,43.4,42.6
2017,12,읍면동,경기도 김포시 운양동,34.3,35.7,35
2017,12,읍면동,경기도 김포시 월곶면,49.6,52.9,51.1
2017,12,읍면동,경기도 김포시 장기동,34.3,35.6,35
2017,12,읍면동,경기도 김포시 장기본동,34.6,35.8,35.2
2017,12,읍면동,경기도 김포시 통진읍,41.8,44,42.9
2017,12,읍면동,경기도 김포시 풍무동,37.2,38.7,38
2017,12,읍면동,경기도 김포시 하성면,48.2,52,49.9
2017,12,시군,경기도 남양주시 ,39.2,40.8,40
2017,12,읍면동,경기도 남양주시 금곡동,43.2,46.1,44.6
2017,12,읍면동,경기도 남양주시 다산1동,39.5,41,40.3
2017,12,읍면동,경기도 남양주시 다산2동,38.7,40.5,39.6
2017,12,읍면동,경기도 남양주시 별내동,37,38.3,37.7
2017,12,읍면동,경기도 남양주시 별내면,41.8,43.8,42.8
2017,12,읍면동,경기도 남양주시 수동면,47.6,50.7,49.1
2017,12,읍면동,경기도 남양주시 양정동,47.7,48.8,48.2
2017,12,읍면동,경기도 남양주시 오남읍,38.6,40.4,39.5
2017,12,읍면동,경기도 남양주시 와부읍,40,41.5,40.7
2017,12,읍면동,경기도 남양주시 조안면,47.2,48.9,48
2017,12,읍면동,경기도 남양주시 진건읍,42.9,45,43.9
2017,12,읍면동,경기도 남양주시 진접읍,38.3,39.7,39
2017,12,읍면동,경기도 남양주시 퇴계원면,41.1,42.7,41.9
2017,12,읍면동,경기도 남양주시 평내동,37.1,38.5,37.8
2017,12,읍면동,경기도 남양주시 호평동,36,37.8,36.9
2017,12,읍면동,경기도 남양주시 화도읍,38.9,40.7,39.8
2017,12,읍면동,경기도 남양주시 화도읍동부출장소,39.8,41.2,40.5
2017,12,시군,경기도 동두천시 ,41.9,44.6,43.3
2017,12,읍면동,경기도 동두천시 보산동,44.7,50,47.4
2017,12,읍면동,경기도 동두천시 불현동,40.9,43.2,42.1
2017,12,읍면동,경기도 동두천시 상패동,47.5,50.8,49.1
2017,12,읍면동,경기도 동두천시 생연1동,43.3,45.9,44.6
2017,12,읍면동,경기도 동두천시 생연2동,41.8,45.4,43.6
2017,12,읍면동,경기도 동두천시 소요동,46.8,50.1,48.4
2017,12,읍면동,경기도 동두천시 송내동,37.9,40,39
2017,12,읍면동,경기도 동두천시 중앙동,48.7,53.2,50.9
2017,12,시군,경기도 부천시 ,39.7,41.5,40.6
2017,12,읍면동,경기도 부천시 고강1동,41,43,42
2017,12,읍면동,경기도 부천시 고강본동,41,43.4,42.2
2017,12,읍면동,경기도 부천시 괴안동,40.4,43,41.7
2017,12,읍면동,경기도 부천시 도당동,39.9,41.5,40.7
2017,12,읍면동,경기도 부천시 범박동,36.3,37.4,36.9
2017,12,읍면동,경기도 부천시 상1동,37.7,39.1,38.4
2017,12,읍면동,경기도 부천시 상2동,35.2,36.4,35.8
2017,12,읍면동,경기도 부천시 상3동,36.5,37.4,36.9
2017,12,읍면동,경기도 부천시 상동,40.9,42.8,41.9
2017,12,읍면동,경기도 부천시 성곡동,40.2,42.2,41.2
2017,12,읍면동,경기도 부천시 소사동,44.3,48.2,46.3
2017,12,읍면동,경기도 부천시 소사본3동,40.1,41.7,40.9
2017,12,읍면동,경기도 부천시 소사본동,42.5,44.3,43.4
2017,12,읍면동,경기도 부천시 송내1동,40.1,42.1,41.1
2017,12,읍면동,경기도 부천시 송내2동,39,41.2,40.1
2017,12,읍면동,경기도 부천시 신흥동,41.2,43.1,42.1
2017,12,읍면동,경기도 부천시 심곡1동,41.8,43.6,42.6
2017,12,읍면동,경기도 부천시 심곡2동,41.7,42.3,41.9
2017,12,읍면동,경기도 부천시 심곡3동,40.6,42.7,41.6
2017,12,읍면동,경기도 부천시 심곡본1동,42.6,44.7,43.7
2017,12,읍면동,경기도 부천시 심곡본동,42.6,45.2,43.9
2017,12,읍면동,경기도 부천시 약대동,38.2,39.5,38.8
2017,12,읍면동,경기도 부천시 역곡1동,40.5,42.2,41.4
2017,12,읍면동,경기도 부천시 역곡2동,39.8,42,40.9
2017,12,읍면동,경기도 부천시 역곡3동,41.7,43.9,42.8
2017,12,읍면동,경기도 부천시 오정동,39.2,41.2,40.1
2017,12,읍면동,경기도 부천시 원미1동,40.9,42.9,41.9
2017,12,읍면동,경기도 부천시 원미2동,42.6,44.3,43.5
2017,12,읍면동,경기도 부천시 원종1동,40.7,42.7,41.7
2017,12,읍면동,경기도 부천시 원종2동,39.3,41.6,40.4
2017,12,읍면동,경기도 부천시 중1동,37.9,38.9,38.4
2017,12,읍면동,경기도 부천시 중2동,38.8,40.5,39.6
2017,12,읍면동,경기도 부천시 중3동,38.7,40.6,39.7
2017,12,읍면동,경기도 부천시 중4동,38.4,40.6,39.5
2017,12,읍면동,경기도 부천시 중동,39.1,40.8,40
2017,12,읍면동,경기도 부천시 춘의동,40.6,43.4,42
2017,12,시군,경기도 성남시 ,39.6,41.4,40.5
2017,12,구,경기도 성남시 분당구 ,38.3,40,39.1
2017,12,읍면동,경기도 성남시 분당구 구미1동,38.7,40.3,39.5
2017,12,읍면동,경기도 성남시 분당구 구미동,40.3,42.4,41.4
2017,12,읍면동,경기도 성남시 분당구 금곡동,40.3,42.5,41.4
2017,12,읍면동,경기도 성남시 분당구 백현동,35.6,37.2,36.4
2017,12,읍면동,경기도 성남시 분당구 분당동,38.5,40,39.3
2017,12,읍면동,경기도 성남시 분당구 삼평동,36.2,37.7,37
2017,12,읍면동,경기도 성남시 분당구 서현1동,37.8,39.4,38.6
2017,12,읍면동,경기도 성남시 분당구 서현2동,37.8,39.5,38.7
2017,12,읍면동,경기도 성남시 분당구 수내1동,38.9,40.9,40
2017,12,읍면동,경기도 성남시 분당구 수내2동,36.7,37.8,37.3
2017,12,읍면동,경기도 성남시 분당구 수내3동,36.1,37.4,36.8
2017,12,읍면동,경기도 성남시 분당구 야탑1동,39.9,41,40.5
2017,12,읍면동,경기도 성남시 분당구 야탑2동,40.6,42.2,41.4
2017,12,읍면동,경기도 성남시 분당구 야탑3동,38.6,41.3,40
2017,12,읍면동,경기도 성남시 분당구 운중동,38.1,39.1,38.6
2017,12,읍면동,경기도 성남시 분당구 이매1동,37.9,39.6,38.7
2017,12,읍면동,경기도 성남시 분당구 이매2동,39.3,41.6,40.5
2017,12,읍면동,경기도 성남시 분당구 정자1동,39.4,39.4,39.4
2017,12,읍면동,경기도 성남시 분당구 정자2동,39,43.2,41.2
2017,12,읍면동,경기도 성남시 분당구 정자3동,37.9,40,39
2017,12,읍면동,경기도 성남시 분당구 정자동,38.1,39.3,38.7
2017,12,읍면동,경기도 성남시 분당구 판교동,35.5,36.7,36.1
2017,12,구,경기도 성남시 수정구 ,41.1,43,42.1
2017,12,읍면동,경기도 성남시 수정구 고등동,46.8,48.2,47.5
2017,12,읍면동,경기도 성남시 수정구 단대동,40.3,42.9,41.6
2017,12,읍면동,경기도 성남시 수정구 복정동,36.8,37.2,37
2017,12,읍면동,경기도 성남시 수정구 산성동,41.9,44,42.9
2017,12,읍면동,경기도 성남시 수정구 수진1동,44.8,47.8,46.3
2017,12,읍면동,경기도 성남시 수정구 수진2동,42.1,44.4,43.3
2017,12,읍면동,경기도 성남시 수정구 시흥동,43.8,46.3,45
2017,12,읍면동,경기도 성남시 수정구 신촌동,35.3,38.1,36.6
2017,12,읍면동,경기도 성남시 수정구 신흥1동,43.4,46.2,44.7
2017,12,읍면동,경기도 성남시 수정구 신흥2동,41.1,42.1,41.6
2017,12,읍면동,경기도 성남시 수정구 신흥3동,43.3,45.4,44.3
2017,12,읍면동,경기도 성남시 수정구 양지동,40.8,43.2,42
2017,12,읍면동,경기도 성남시 수정구 위례동,37.9,39.1,38.5
2017,12,읍면동,경기도 성남시 수정구 태평1동,42.8,44.6,43.7
2017,12,읍면동,경기도 성남시 수정구 태평2동,41.9,44.7,43.3
2017,12,읍면동,경기도 성남시 수정구 태평3동,42.5,44.5,43.5
2017,12,읍면동,경기도 성남시 수정구 태평4동,41.1,43.1,42.1
2017,12,구,경기도 성남시 중원구 ,41,42.8,41.9
2017,12,읍면동,경기도 성남시 중원구 금광1동,42.3,43.9,43
2017,12,읍면동,경기도 성남시 중원구 금광2동,41.5,42.5,42
2017,12,읍면동,경기도 성남시 중원구 도촌동,37.1,39.2,38.2
2017,12,읍면동,경기도 성남시 중원구 상대원1동,40.7,42.7,41.6
2017,12,읍면동,경기도 성남시 중원구 상대원2동,43.1,45.5,44.3
2017,12,읍면동,경기도 성남시 중원구 상대원3동,42.1,44.2,43.1
2017,12,읍면동,경기도 성남시 중원구 성남동,42.2,43.8,42.9
2017,12,읍면동,경기도 성남시 중원구 은행1동,39.5,41.3,40.4
2017,12,읍면동,경기도 성남시 중원구 은행2동,40.7,43.6,42.2
2017,12,읍면동,경기도 성남시 중원구 중앙동,43.3,44.9,44
2017,12,읍면동,경기도 성남시 중원구 하대원동,40.2,41.9,41
2017,12,시군,경기도 수원시 ,37.5,39.3,38.4
2017,12,구,경기도 수원시 권선구 ,37.7,39.4,38.5
2017,12,읍면동,경기도 수원시 권선구 곡선동,36.2,36.6,36.4
2017,12,읍면동,경기도 수원시 권선구 구운동,39.9,41.5,40.7
2017,12,읍면동,경기도 수원시 권선구 권선1동,38.9,40.2,39.5
2017,12,읍면동,경기도 수원시 권선구 권선2동,34.6,36.2,35.4
2017,12,읍면동,경기도 수원시 권선구 금곡동,35.7,37.8,36.8
2017,12,읍면동,경기도 수원시 권선구 서둔동,39.2,41.3,40.2
2017,12,읍면동,경기도 수원시 권선구 세류1동,39.3,41.9,40.6
2017,12,읍면동,경기도 수원시 권선구 세류2동,41.3,43.3,42.3
2017,12,읍면동,경기도 수원시 권선구 세류3동,41.3,43.3,42.3
2017,12,읍면동,경기도 수원시 권선구 입북동,36.6,37.4,37
2017,12,읍면동,경기도 수원시 권선구 평동,39.1,40.9,40
2017,12,읍면동,경기도 수원시 권선구 호매실동,35,36.6,35.8
2017,12,구,경기도 수원시 영통구 ,34.7,36.1,35.4
2017,12,읍면동,경기도 수원시 영통구 광교1동,33.8,34.3,34
2017,12,읍면동,경기도 수원시 영통구 광교2동,35.2,37,36.1
2017,12,읍면동,경기도 수원시 영통구 매탄1동,37.2,39.3,38.2
2017,12,읍면동,경기도 수원시 영통구 매탄2동,38.5,40.4,39.5
2017,12,읍면동,경기도 수원시 영통구 매탄3동,34.9,36.3,35.6
2017,12,읍면동,경기도 수원시 영통구 매탄4동,36.7,38.9,37.8
2017,12,읍면동,경기도 수원시 영통구 영통1동,34.1,35.6,34.9
2017,12,읍면동,경기도 수원시 영통구 영통2동,32.5,33.5,33
2017,12,읍면동,경기도 수원시 영통구 영통3동,34.8,36,35.4
2017,12,읍면동,경기도 수원시 영통구 원천동,34.7,36.2,35.4
2017,12,읍면동,경기도 수원시 영통구 태장동,34,35.1,34.5
2017,12,구,경기도 수원시 장안구 ,38.4,40.7,39.6
2017,12,읍면동,경기도 수원시 장안구 송죽동,39.6,41.6,40.6
2017,12,읍면동,경기도 수원시 장안구 연무동,43,46.8,44.9
2017,12,읍면동,경기도 수원시 장안구 영화동,43.6,45.4,44.5
2017,12,읍면동,경기도 수원시 장안구 율천동,35.6,38.2,36.8
2017,12,읍면동,경기도 수원시 장안구 정자1동,37.3,39.6,38.4
2017,12,읍면동,경기도 수원시 장안구 정자2동,38.7,41,39.9
2017,12,읍면동,경기도 수원시 장안구 정자3동,34.9,36,35.5
2017,12,읍면동,경기도 수원시 장안구 조원1동,40,42.5,41.3
2017,12,읍면동,경기도 수원시 장안구 조원2동,38.4,40.6,39.5
2017,12,읍면동,경기도 수원시 장안구 파장동,40.4,42.9,41.6
2017,12,구,경기도 수원시 팔달구 ,40.6,42.6,41.6
2017,12,읍면동,경기도 수원시 팔달구 고등동,44.3,46.4,45.3
2017,12,읍면동,경기도 수원시 팔달구 매교동,44.4,47.2,45.7
2017,12,읍면동,경기도 수원시 팔달구 매산동,43.1,44.1,43.6
2017,12,읍면동,경기도 수원시 팔달구 우만1동,40.3,43.9,42.1
2017,12,읍면동,경기도 수원시 팔달구 우만2동,36.1,39,37.5
2017,12,읍면동,경기도 수원시 팔달구 인계동,38.9,40.4,39.7
2017,12,읍면동,경기도 수원시 팔달구 지동,44.4,47.6,46
2017,12,읍면동,경기도 수원시 팔달구 행궁동,47.6,49.9,48.7
2017,12,읍면동,경기도 수원시 팔달구 화서1동,40.5,42.3,41.4
2017,12,읍면동,경기도 수원시 팔달구 화서2동,37.5,39,38.3
2017,12,시군,경기도 시흥시 ,37.9,38.8,38.3
2017,12,읍면동,경기도 시흥시 과림동,52.1,53.5,52.6
2017,12,읍면동,경기도 시흥시 군자동,38.7,40.5,39.6
2017,12,읍면동,경기도 시흥시 능곡동,37.5,38.8,38.2
2017,12,읍면동,경기도 시흥시 대야동,40.7,42.5,41.6
2017,12,읍면동,경기도 시흥시 매화동,40.6,42.2,41.4
2017,12,읍면동,경기도 시흥시 목감동,37.8,38.9,38.3
2017,12,읍면동,경기도 시흥시 신천동,40,41.5,40.8
2017,12,읍면동,경기도 시흥시 신현동,42.5,43.8,43.1
2017,12,읍면동,경기도 시흥시 연성동,37.4,38.4,37.9
2017,12,읍면동,경기도 시흥시 월곶동,38.3,39,38.6
2017,12,읍면동,경기도 시흥시 은행동,37.4,39,38.2
2017,12,읍면동,경기도 시흥시 장곡동,34.3,35.1,34.7
2017,12,읍면동,경기도 시흥시 정왕1동,38.5,38.2,38.4
2017,12,읍면동,경기도 시흥시 정왕2동,35.8,36.7,36.2
2017,12,읍면동,경기도 시흥시 정왕3동,38.1,38.2,38.2
2017,12,읍면동,경기도 시흥시 정왕4동,33.6,34.5,34.1
2017,12,읍면동,경기도 시흥시 정왕본동,38.6,38.4,38.5
2017,12,시군,경기도 안산시 ,38.4,39.8,39.1
2017,12,구,경기도 안산시 단원구 ,38.4,39.6,39
2017,12,읍면동,경기도 안산시 단원구 고잔동,38.6,40.8,39.7
2017,12,읍면동,경기도 안산시 단원구 대부동,49.8,53.1,51.4
2017,12,읍면동,경기도 안산시 단원구 백운동,39.9,40.8,40.3
2017,12,읍면동,경기도 안산시 단원구 선부1동,39.2,42.5,40.8
2017,12,읍면동,경기도 안산시 단원구 선부2동,39.6,40.5,40
2017,12,읍면동,경기도 안산시 단원구 선부3동,37.4,38.6,38
2017,12,읍면동,경기도 안산시 단원구 신길동,37.8,38.6,38.2
2017,12,읍면동,경기도 안산시 단원구 와동,37.8,39.3,38.5
2017,12,읍면동,경기도 안산시 단원구 원곡동,46.6,47.6,47
2017,12,읍면동,경기도 안산시 단원구 중앙동,37.8,38.8,38.3
2017,12,읍면동,경기도 안산시 단원구 초지동,36.6,37.9,37.3
2017,12,읍면동,경기도 안산시 단원구 호수동,37.1,37.5,37.3
2017,12,구,경기도 안산시 상록구 ,38.4,40,39.2
2017,12,읍면동,경기도 안산시 상록구 반월동,41.9,43.7,42.8
2017,12,읍면동,경기도 안산시 상록구 본오1동,37.6,39,38.3
2017,12,읍면동,경기도 안산시 상록구 본오2동,38.5,39.9,39.2
2017,12,읍면동,경기도 안산시 상록구 본오3동,39.2,40.7,40
2017,12,읍면동,경기도 안산시 상록구 부곡동,38.7,40.1,39.4
2017,12,읍면동,경기도 안산시 상록구 사동,37.8,40.3,39
2017,12,읍면동,경기도 안산시 상록구 사이동,37,38.4,37.7
2017,12,읍면동,경기도 안산시 상록구 성포동,38.3,40.3,39.3
2017,12,읍면동,경기도 안산시 상록구 안산동,42,43.4,42.7
2017,12,읍면동,경기도 안산시 상록구 월피동,37.8,39.7,38.7
2017,12,읍면동,경기도 안산시 상록구 이동,39.2,40.6,39.9
2017,12,읍면동,경기도 안산시 상록구 일동,38.5,39.7,39.1
2017,12,읍면동,경기도 안산시 상록구 해양동,37.1,38.1,37.6
2017,12,시군,경기도 안성시 ,40.8,43.2,42
2017,12,읍면동,경기도 안성시 고삼면,49.9,54.7,52.1
2017,12,읍면동,경기도 안성시 공도읍,35.9,37.6,36.7
2017,12,읍면동,경기도 안성시 금광면,42.3,46,44.2
2017,12,읍면동,경기도 안성시 대덕면,39,40.2,39.5
2017,12,읍면동,경기도 안성시 미양면,46.5,50.2,48.3
2017,12,읍면동,경기도 안성시 보개면,47.8,53,50.3
2017,12,읍면동,경기도 안성시 삼죽면,48.8,52,50.4
2017,12,읍면동,경기도 안성시 서운면,48.9,53.8,51.2
2017,12,읍면동,경기도 안성시 안성1동,43.4,45.8,44.6
2017,12,읍면동,경기도 안성시 안성2동,38.7,41.1,39.9
2017,12,읍면동,경기도 안성시 안성3동,38.7,41.3,40
2017,12,읍면동,경기도 안성시 양성면,49.6,54.4,51.9
2017,12,읍면동,경기도 안성시 원곡면,45.1,47.7,46.3
2017,12,읍면동,경기도 안성시 일죽면,48.3,51.9,50
2017,12,읍면동,경기도 안성시 죽산면,47.7,50.6,49.1
2017,12,시군,경기도 안양시 ,39.4,41.3,40.3
2017,12,구,경기도 안양시 동안구 ,38.3,40.2,39.3
2017,12,읍면동,경기도 안양시 동안구 갈산동,39.5,41,40.3
2017,12,읍면동,경기도 안양시 동안구 관양1동,39.7,42.4,41.1
2017,12,읍면동,경기도 안양시 동안구 관양2동,39.9,41.3,40.6
2017,12,읍면동,경기도 안양시 동안구 귀인동,35.8,37.2,36.5
2017,12,읍면동,경기도 안양시 동안구 달안동,37.1,41.1,39.3
2017,12,읍면동,경기도 안양시 동안구 범계동,37.2,39.2,38.2
2017,12,읍면동,경기도 안양시 동안구 부림동,36.5,38.4,37.5
2017,12,읍면동,경기도 안양시 동안구 부흥동,37.4,40.2,38.9
2017,12,읍면동,경기도 안양시 동안구 비산1동,38.4,40,39.2
2017,12,읍면동,경기도 안양시 동안구 비산2동,39.4,41,40.2
2017,12,읍면동,경기도 안양시 동안구 비산3동,40.4,43.1,41.7
2017,12,읍면동,경기도 안양시 동안구 신촌동,38.3,39.5,38.9
2017,12,읍면동,경기도 안양시 동안구 평안동,35.2,36.9,36.1
2017,12,읍면동,경기도 안양시 동안구 평촌동,37.3,38.5,37.9
2017,12,읍면동,경기도 안양시 동안구 호계1동,40.9,42.8,41.8
2017,12,읍면동,경기도 안양시 동안구 호계2동,39.4,41.1,40.3
2017,12,읍면동,경기도 안양시 동안구 호계3동,39.5,40.6,40
2017,12,구,경기도 안양시 만안구 ,40.8,42.7,41.7
2017,12,읍면동,경기도 안양시 만안구 박달1동,42.6,44.5,43.5
2017,12,읍면동,경기도 안양시 만안구 박달2동,37.6,39.3,38.5
2017,12,읍면동,경기도 안양시 만안구 석수1동,40.5,42.7,41.6
2017,12,읍면동,경기도 안양시 만안구 석수2동,40.5,42.4,41.4
2017,12,읍면동,경기도 안양시 만안구 석수3동,39.1,41.3,40.2
2017,12,읍면동,경기도 안양시 만안구 안양1동,39.4,40.5,40
2017,12,읍면동,경기도 안양시 만안구 안양2동,42.3,43.8,43
2017,12,읍면동,경기도 안양시 만안구 안양3동,41.4,43.9,42.6
2017,12,읍면동,경기도 안양시 만안구 안양4동,43.6,45.8,44.7
2017,12,읍면동,경기도 안양시 만안구 안양5동,43,46.4,44.7
2017,12,읍면동,경기도 안양시 만안구 안양6동,42.3,43.6,42.9
2017,12,읍면동,경기도 안양시 만안구 안양7동,37.7,38.8,38.3
2017,12,읍면동,경기도 안양시 만안구 안양8동,41.9,44.7,43.3
2017,12,읍면동,경기도 안양시 만안구 안양9동,41.5,43.7,42.6
2017,12,시군,경기도 양주시 ,40.3,41.8,41
2017,12,읍면동,경기도 양주시 광적면,44.3,46.3,45.3
